000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,094,079,000,000
000,000,000,000,000,000,000,055,249,157,000,000
000,000,000,000,000,000,015,195,201,009,000,000
000,000,000,000,000,000,107,248,063,000,000,000
000,000,000,000,000,034,240,144,000,000,000,000
000,000,000,000,008,206,214,005,000,000,000,000
000,000,000,000,105,251,115,000,000,000,000,000
000,000,000,000,247,196,003,000,000,000,000,000
000,000,000,108,252,108,000,000,000,000,000,000
000,000,000,157,236,000,000,000,000,000,000,000
000,000,000,054,118,000,000,000,000,000,000,000
# 
# 
000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,008,222,141,000,000,000,000,000
000,000,000,000,002,206,161,000,000,000,000,000
000,000,000,000,010,229,174,007,000,000,000,000
000,000,000,000,000,157,252,054,000,000,000,000
000,000,000,000,000,127,252,054,000,000,000,000
000,000,000,000,000,126,252,054,000,000,000,000
000,000,000,000,000,127,252,116,000,000,000,000
000,000,000,000,000,064,252,198,000,000,000,000
000,000,000,000,000,000,224,253,017,000,000,000
000,000,000,000,000,000,141,252,017,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000
# 
# 
000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,017,049,000,000,000,000,000
000,000,000,000,000,137,139,000,000,000,000,000
000,000,000,000,000,137,153,000,000,000,000,000
000,000,000,000,000,132,189,000,000,000,000,000
000,000,000,000,000,089,198,000,000,000,000,000
000,000,000,000,000,089,227,000,000,000,000,000
000,000,000,000,000,049,248,007,000,000,000,000
000,000,000,000,000,019,242,047,000,000,000,000
000,000,000,000,000,000,192,002,000,000,000,000
000,000,000,000,000,000,218,030,000,000,000,000
000,000,000,000,000,000,094,007,000,000,000,000
# 
# 
