0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,15.94,31.88,31.88,111.56,15.94
0.00,15.94,111.56,159.38,127.50,95.62,31.88
0.00,143.44,127.50,15.94,47.81,31.88,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,143.44,31.88,0.00,31.88,111.56
0.00,31.88,111.56,0.00,95.62,95.62,15.94
0.00,0.00,159.38,127.50,63.75,0.00,0.00
0.00,0.00,47.81,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,15.94,127.50,191.25,79.69,0.00
0.00,63.75,159.38,79.69,159.38,95.62,0.00
63.75,111.56,0.00,111.56,175.31,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,15.94,111.56,63.75,0.00
0.00,0.00,63.75,191.25,79.69,239.06,0.00
0.00,175.31,143.44,0.00,0.00,223.12,0.00
0.00,191.25,95.62,0.00,159.38,63.75,0.00
0.00,47.81,143.44,191.25,79.69,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,63.75,0.00,0.00,0.00,0.00
0.00,47.81,63.75,0.00,0.00,31.88,31.88
0.00,0.00,47.81,111.56,79.69,63.75,31.88
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,15.94,95.62,31.88,0.00,79.69,79.69
0.00,15.94,63.75,31.88,175.31,63.75,0.00
0.00,0.00,175.31,159.38,15.94,0.00,0.00
0.00,0.00,47.81,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,95.62,15.94,0.00
0.00,15.94,191.25,15.94,15.94,127.50,0.00
0.00,63.75,159.38,0.00,0.00,111.56,0.00
0.00,63.75,79.69,79.69,0.00,127.50,0.00
0.00,31.88,0.00,79.69,111.56,47.81,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,15.94,127.50,0.00,0.00,15.94,79.69
0.00,47.81,47.81,0.00,127.50,111.56,15.94
0.00,0.00,159.38,127.50,15.94,0.00,0.00
0.00,0.00,15.94,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,79.69,63.75,0.00
0.00,47.81,0.00,47.81,255.00,47.81,0.00
0.00,159.38,0.00,63.75,223.12,0.00,0.00
0.00,127.50,15.94,159.38,175.31,15.94,0.00
0.00,63.75,127.50,31.88,15.94,95.62,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,47.81,127.50,0.00
0.00,0.00,31.88,127.50,95.62,15.94,0.00
0.00,127.50,79.69,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
