000,000,000,000,005,009,065,050,105,093
000,012,139,188,232,253,252,143,158,074
000,004,177,216,241,097,171,000,000,000
000,000,003,073,196,000,000,000,000,000
000,000,000,002,179,113,027,000,000,000
000,000,000,000,020,181,219,050,000,000
000,000,000,000,000,004,148,235,016,000
000,000,000,000,046,164,235,223,000,000
000,000,022,151,245,239,134,019,000,000
056,167,244,250,148,022,000,000,000,000
# 
# 
000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,017,090
000,000,000,000,000,000,089,181,247,188
000,000,000,000,000,142,161,071,017,000
000,000,000,036,192,041,002,000,000,000
000,000,000,114,202,017,000,000,000,000
000,057,097,004,163,148,000,000,000,000
000,210,154,117,215,062,000,000,000,000
000,029,099,116,054,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000
# 
# 
000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,021,084,170,240
000,000,000,000,000,148,226,170,113,021
000,000,000,000,120,155,014,000,000,000
000,000,000,042,226,141,064,000,000,000
000,000,042,205,035,070,142,000,000,000
000,000,000,007,000,148,106,000,000,000
085,071,000,035,156,162,007,000,000,000
078,233,205,177,056,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000
# 
# 
000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,095,191,255,255
000,000,000,000,000,079,239,191,143,111
000,000,000,127,095,016,000,000,000,000
000,000,079,239,032,000,000,000,000,000
000,000,095,255,207,111,000,000,000,000
000,000,000,032,111,239,079,000,000,000
000,000,000,000,016,207,095,000,000,000
000,127,191,127,207,239,032,000,000,000
000,223,223,207,127,032,000,000,000,000
# 
# 
000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,001
000,000,000,000,000,000,013,089,167,218
000,000,000,004,134,195,236,126,090,079
000,000,015,217,217,092,021,000,000,000
000,000,009,174,245,072,000,000,000,000
000,000,000,000,160,093,000,000,000,000
000,174,011,006,233,044,000,000,000,000
000,153,232,209,127,000,000,000,000,000
000,000,010,002,000,000,000,000,000,000
# 
# 
