0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,47.81,63.75,95.62,63.75,63.75,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,15.94,0.00,0.00
0.00,0.00,79.69,127.50,95.62,47.81,0.00
15.94,95.62,47.81,0.00,143.44,127.50,0.00
31.88,15.94,0.00,127.50,143.44,31.88,0.00
0.00,0.00,0.00,15.94,15.94,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,15.94,0.00,0.00,0.00,0.00
0.00,63.75,159.38,31.88,47.81,47.81,0.00
0.00,79.69,0.00,191.25,111.56,191.25,31.88
0.00,31.88,0.00,159.38,127.50,63.75,0.00
0.00,0.00,0.00,127.50,0.00,0.00,0.00
0.00,0.00,0.00,15.94,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,79.69,95.62,0.00,0.00,0.00
0.00,79.69,15.94,127.50,127.50,127.50,31.88
0.00,47.81,111.56,31.88,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,31.88,63.75,143.44,31.88,0.00,0.00
0.00,0.00,0.00,79.69,15.94,0.00,0.00
0.00,0.00,0.00,47.81,111.56,63.75,0.00
0.00,0.00,79.69,15.94,15.94,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,31.88,95.62,0.00
0.00,0.00,31.88,159.38,127.50,15.94,0.00
0.00,127.50,143.44,15.94,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,15.94,0.00,0.00,0.00,0.00,0.00
0.00,79.69,63.75,63.75,0.00,15.94,0.00
0.00,95.62,0.00,63.75,0.00,47.81,15.94
0.00,0.00,0.00,79.69,0.00,79.69,15.94
0.00,0.00,0.00,15.94,63.75,15.94,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,127.50,111.56,0.00
0.00,0.00,0.00,63.75,47.81,111.56,0.00
0.00,79.69,0.00,63.75,175.31,15.94,0.00
47.81,63.75,31.88,143.44,127.50,15.94,0.00
0.00,79.69,95.62,15.94,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,15.94,0.00
0.00,0.00,47.81,0.00,95.62,79.69,0.00
0.00,79.69,31.88,79.69,95.62,0.00,0.00
0.00,63.75,47.81,0.00,47.81,0.00,0.00
0.00,0.00,0.00,0.00,63.75,15.94,0.00
0.00,0.00,0.00,0.00,0.00,15.94,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,15.94,95.62,0.00,31.88,47.81
0.00,15.94,63.75,111.56,95.62,79.69,0.00
0.00,111.56,63.75,143.44,15.94,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
