000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,084,229,174,000,000,000
000,000,000,000,002,084,246,236,205,109,000,000
000,000,000,000,113,252,202,246,102,210,000,000
000,000,000,062,244,180,021,035,000,250,053,000
000,000,016,233,093,011,000,000,000,252,097,000
000,000,130,201,000,000,000,000,000,253,086,000
000,000,168,119,000,000,000,001,131,183,003,000
000,000,169,092,000,000,028,176,146,000,000,000
000,000,168,224,130,191,231,130,014,000,000,000
000,000,063,221,252,165,036,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000
# 
# 
