000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,063,000,000
000,000,000,063,127,191,255,255,000,063,000,000
000,000,000,063,191,191,000,000,000,000,000,000
000,000,000,000,000,127,000,000,000,000,000,000
000,000,000,000,000,063,000,000,000,000,000,000
000,000,000,000,000,000,063,191,000,000,000,000
000,000,000,000,000,000,000,063,127,000,000,000
000,000,000,000,000,000,063,191,063,000,000,000
000,000,000,000,063,191,191,063,000,000,000,000
000,000,063,191,191,063,000,000,000,000,000,000
000,063,127,000,000,000,000,000,000,000,000,000
# 
# 
