0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,159.38,0.00,0.00,127.50,143.44
0.00,63.75,127.50,31.88,175.31,111.56,0.00
0.00,63.75,191.25,191.25,47.81,0.00,0.00
0.00,15.94,111.56,15.94,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,95.62,127.50,0.00
0.00,127.50,175.31,255.00,207.19,159.38,0.00
0.00,95.62,111.56,31.88,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,31.88,127.50,159.38,159.38,31.88,0.00
0.00,143.44,31.88,0.00,15.94,191.25,0.00
31.88,111.56,127.50,127.50,175.31,79.69,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,15.94,175.31,191.25,0.00
0.00,15.94,0.00,111.56,191.25,159.38,0.00
15.94,207.19,0.00,143.44,239.06,31.88,0.00
63.75,207.19,175.31,223.12,207.19,31.88,0.00
0.00,127.50,95.62,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,63.75,95.62,31.88,0.00
0.00,31.88,191.25,159.38,111.56,207.19,0.00
0.00,191.25,47.81,0.00,0.00,191.25,0.00
0.00,207.19,143.44,191.25,127.50,159.38,0.00
0.00,95.62,111.56,31.88,47.81,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,15.94,15.94,0.00
0.00,0.00,0.00,0.00,63.75,191.25,0.00
0.00,111.56,15.94,0.00,0.00,207.19,0.00
0.00,239.06,63.75,175.31,31.88,239.06,0.00
0.00,223.12,207.19,223.12,223.12,95.62,0.00
0.00,111.56,79.69,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,31.88,111.56,0.00
0.00,31.88,143.44,79.69,0.00,191.25,63.75
0.00,63.75,255.00,143.44,159.38,239.06,47.81
0.00,111.56,191.25,0.00,63.75,111.56,0.00
0.00,175.31,95.62,0.00,0.00,0.00,0.00
0.00,79.69,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,47.81,95.62,31.88,0.00,0.00
0.00,0.00,95.62,175.31,79.69,0.00,0.00
0.00,0.00,0.00,47.81,191.25,175.31,0.00
0.00,127.50,143.44,223.12,143.44,63.75,0.00
0.00,31.88,63.75,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,31.88,175.31,191.25,175.31,0.00,0.00
15.94,175.31,31.88,79.69,239.06,191.25,0.00
63.75,79.69,0.00,223.12,143.44,143.44,0.00
0.00,0.00,0.00,111.56,79.69,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,175.31,31.88,0.00
0.00,0.00,47.81,63.75,47.81,175.31,0.00
0.00,31.88,207.19,191.25,15.94,191.25,0.00
0.00,63.75,175.31,159.38,207.19,95.62,0.00
0.00,63.75,111.56,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00
# ====
