000,000,000,000,059,238,160,004,000,000
000,000,000,009,196,209,022,000,000,000
000,000,000,143,172,006,000,000,000,000
000,000,058,252,070,000,027,070,000,000
000,000,133,246,023,084,209,240,183,007
000,021,216,121,059,227,138,092,213,007
000,063,232,012,232,106,079,217,035,000
000,048,232,052,242,222,185,009,000,000
000,012,189,252,228,166,037,000,000,000
000,000,000,000,000,000,000,000,000,000
# 
# 
000,000,000,000,000,095,154,040,000,000
000,000,000,000,059,160,000,000,000,000
000,000,000,001,200,007,000,000,000,000
000,000,000,080,119,000,000,000,000,000
000,000,000,168,012,083,152,026,000,000
000,000,010,167,015,114,025,164,000,000
000,000,033,140,003,004,000,140,000,000
000,000,033,133,000,000,001,161,000,000
000,000,006,171,029,036,146,065,000,000
000,000,000,026,124,123,034,000,000,000
# 
# 
000,000,000,000,095,149,000,000,000,000
000,000,000,015,206,030,000,000,000,000
000,000,000,072,165,000,000,000,000,000
000,000,000,159,059,000,000,000,000,000
000,000,004,222,007,000,000,007,000,000
000,000,029,174,000,020,159,176,207,000
000,000,029,171,004,184,072,061,174,000
000,000,008,214,025,060,075,205,032,000
000,000,000,109,226,236,173,030,000,000
000,000,000,000,000,000,000,000,000,000
# 
# 
000,000,000,000,018,223,238,009,000,000
000,000,000,000,168,253,160,001,000,000
000,000,000,081,248,224,000,000,000,000
000,000,000,167,253,065,000,000,000,000
000,000,009,233,253,101,032,000,000,000
000,000,040,253,253,253,250,145,005,000
000,000,013,236,253,139,192,253,140,000
000,000,021,235,253,244,192,253,198,000
000,000,000,061,218,253,254,239,048,000
000,000,000,000,003,077,094,034,000,000
# 
# 
000,000,000,000,049,222,074,000,000,000
000,000,000,009,225,216,026,000,000,000
000,000,000,133,253,133,000,000,000,000
000,000,000,196,172,005,004,070,007,000
000,000,036,244,044,004,172,253,129,000
000,000,101,222,000,088,247,117,138,000
000,000,139,195,005,183,105,139,128,000
000,000,097,251,147,253,191,207,009,000
000,000,007,159,244,231,157,032,000,000
000,000,000,000,108,127,000,000,000,000
# 
# 
000,000,000,000,000,069,244,187,000,000
000,000,000,000,079,250,165,217,000,000
000,000,000,030,237,192,014,009,000,000
000,000,000,167,238,038,000,000,000,000
000,000,031,240,171,074,098,058,000,000
000,000,105,253,220,235,203,246,053,000
000,000,114,253,231,048,028,253,091,000
000,000,114,231,079,001,163,240,021,000
000,000,048,247,180,183,252,084,000,000
000,000,000,067,191,195,121,000,000,000
# 
# 
000,000,000,000,000,047,239,095,000,000
000,000,000,000,016,239,175,000,000,000
000,000,000,000,191,207,016,000,000,000
000,000,000,127,239,016,000,000,000,000
000,000,032,239,223,191,191,191,095,000
000,000,159,255,175,064,064,175,191,000
000,000,255,127,000,000,016,223,159,000
000,000,239,159,064,143,223,159,000,000
000,000,079,255,255,191,079,000,000,000
000,000,000,000,000,000,000,000,000,000
# 
# 
000,000,000,000,000,088,179,000,000,000
000,000,000,000,013,227,079,000,000,000
000,000,000,000,162,155,000,000,000,000
000,000,000,064,229,025,056,134,077,000
000,000,006,202,085,152,238,185,198,000
000,000,067,192,096,227,036,042,163,000
000,000,181,155,230,055,020,178,050,000
000,000,172,185,235,179,224,149,004,000
000,000,048,253,253,206,064,000,000,000
000,000,000,000,000,000,000,000,000,000
# 
# 
000,000,000,000,000,175,159,000,000,000
000,000,000,000,079,223,016,000,000,000
000,000,000,032,239,063,000,000,000,000
000,000,000,191,127,000,111,191,143,000
000,000,032,223,016,127,239,095,223,064
000,000,175,127,016,239,047,000,159,048
000,032,255,016,064,191,000,079,207,000
000,048,255,064,064,255,207,207,032,000
000,000,207,255,255,159,048,000,000,000
000,000,000,000,000,000,000,000,000,000
# 
# 
000,000,000,000,011,131,245,135,005,000
000,000,000,025,182,209,038,000,000,000
000,000,006,197,210,023,000,000,000,000
000,000,145,243,034,000,000,000,000,000
000,004,221,194,000,004,048,154,162,001
000,049,245,121,038,199,121,194,228,007
000,041,253,238,190,066,034,137,201,000
000,001,189,253,202,112,242,224,049,000
000,000,029,150,234,252,122,004,000,000
000,000,000,000,000,000,000,000,000,000
# 
# 
000,000,000,000,002,182,247,027,000,000
000,000,000,000,110,237,048,000,000,000
000,000,000,031,233,116,000,000,000,000
000,000,000,172,213,025,120,104,003,000
000,000,045,237,060,189,235,252,103,000
000,000,162,178,088,235,034,116,161,000
000,000,206,128,138,170,000,121,141,000
000,000,221,081,117,227,137,158,007,000
000,000,182,226,208,253,140,000,000,000
000,000,029,123,121,044,000,000,000,000
# 
# 
