000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,005,009,065,050,105,093,000
000,000,012,139,188,232,253,252,143,158,074,000
000,000,004,177,216,241,097,171,000,000,000,000
000,000,000,003,073,196,000,000,000,000,000,000
000,000,000,000,002,179,113,027,000,000,000,000
000,000,000,000,000,020,181,219,050,000,000,000
000,000,000,000,000,000,004,148,235,016,000,000
000,000,000,000,000,046,164,235,223,000,000,000
000,000,000,022,151,245,239,134,019,000,000,000
000,056,167,244,250,148,022,000,000,000,000,000
000,097,126,086,037,000,000,000,000,000,000,000
# 
# 
