000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,063,127,127,127,127,063,000,000
000,000,000,127,255,255,255,255,255,255,063,000
000,000,000,063,255,127,127,127,255,255,063,000
000,000,000,000,000,000,000,191,255,191,000,000
000,000,000,063,127,127,255,255,255,127,000,000
000,000,000,255,255,255,255,255,191,000,000,000
000,000,000,063,127,127,127,191,255,000,000,000
000,000,063,000,000,000,063,255,255,000,000,000
000,127,255,191,127,127,255,255,191,000,000,000
000,127,255,255,255,255,255,063,000,000,000,000
000,000,063,127,127,000,000,000,000,000,000,000
# 
# 
