10.41,5.20,0.00,0.00
135.31,26.02,145.71,41.63
31.22,130.10,62.45,72.86
0.00,0.00,26.02,41.63
# ====
0.00,0.00,31.22,31.22
20.82,46.84,36.43,130.10
72.86,161.33,124.90,52.04
10.41,31.22,0.00,0.00
# ====
0.00,0.00,0.00,0.00
0.00,109.29,67.65,0.00
20.82,124.90,140.51,78.06
0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00
0.00,26.02,140.51,41.63
41.63,114.49,98.88,0.00
0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00
5.20,83.27,78.06,20.82
20.82,98.88,83.27,26.02
0.00,0.00,0.00,0.00
# ====
0.00,0.00,41.63,10.41
41.63,41.63,176.94,20.82
93.67,130.10,145.71,62.45
0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00
15.61,36.43,41.63,52.04
20.82,72.86,57.24,5.20
0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00
26.02,135.31,161.33,20.82
62.45,20.82,202.96,10.41
0.00,5.20,36.43,0.00
# ====
0.00,0.00,0.00,0.00
31.22,52.04,88.47,57.24
31.22,135.31,93.67,15.61
0.00,20.82,0.00,0.00
# ====
0.00,0.00,0.00,0.00
0.00,93.67,109.29,20.82
15.61,98.88,130.10,36.43
15.61,5.20,0.00,0.00
# ====
