000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,050,115,091,058,013,000,000
000,000,000,001,096,231,128,164,252,071,000,000
000,000,000,120,225,052,000,202,202,005,000,000
000,000,093,232,046,009,134,229,035,000,000,000
000,000,130,196,161,229,246,139,000,000,000,000
000,000,013,122,088,032,238,063,000,000,000,000
000,000,000,000,000,017,252,010,000,000,000,000
000,000,000,000,000,044,252,010,000,000,000,000
000,000,000,000,000,011,244,019,000,000,000,000
000,000,000,000,000,000,136,163,002,000,000,000
# 
# 
