000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,003,031,032,000,000,000
000,000,000,000,010,107,216,234,220,010,000,000
000,000,000,027,223,252,178,026,252,030,000,000
000,000,000,051,172,102,007,044,252,030,000,000
000,000,000,000,000,027,060,120,237,015,000,000
000,000,000,014,135,225,230,252,152,001,000,000
000,000,036,208,143,020,170,220,232,132,028,012
000,027,220,113,065,187,155,016,021,123,216,065
000,109,250,231,199,104,000,000,000,000,000,000
000,003,059,036,001,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000
# 
# 
