000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,063,063,000
000,000,000,127,127,191,255,255,063,127,000,000
000,000,000,127,191,255,000,127,000,000,000,000
000,000,000,000,000,127,000,000,000,000,000,000
000,000,000,000,000,127,063,000,000,000,000,000
000,000,000,000,000,000,127,191,000,000,000,000
000,000,000,000,000,000,000,127,191,000,000,000
000,000,000,000,000,000,127,191,191,000,000,000
000,000,000,000,127,255,191,127,000,000,000,000
000,000,127,255,255,063,000,000,000,000,000,000
000,063,127,063,000,000,000,000,000,000,000,000
# 
# 
