0.000000000000000000e+00,0.000000000000000000e+00,1.040816326530612379e+01,0.000000000000000000e+00
5.204081632653061895e+00,1.301020408163265358e+02,7.806122448979591866e+01,1.561224489795918480e+01
1.561224489795918480e+01,1.301020408163265358e+02,1.457142857142857224e+02,7.285714285714286120e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
# ====
0.000000000000000000e+00,0.000000000000000000e+00,7.806122448979591866e+01,4.163265306122449516e+01
4.163265306122449516e+01,4.163265306122449516e+01,3.122448979591836959e+01,1.092857142857143060e+02
1.092857142857143060e+02,1.561224489795918373e+02,1.613265306122448806e+02,4.163265306122449516e+01
2.602040816326530859e+01,4.683673469387755262e+01,0.000000000000000000e+00,0.000000000000000000e+00
# ====
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.806122448979591866e+01,8.326530612244899032e+01,1.040816326530612379e+01
1.561224489795918480e+01,1.301020408163265358e+02,1.301020408163265358e+02,4.163265306122449516e+01
0.000000000000000000e+00,1.040816326530612379e+01,0.000000000000000000e+00,0.000000000000000000e+00
# ====
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.724489795918367463e+01,1.613265306122448806e+02,1.040816326530612344e+02
1.040816326530612344e+02,1.509183673469387941e+02,1.040816326530612201e+02,1.040816326530612379e+01
2.602040816326530859e+01,3.642857142857143060e+01,0.000000000000000000e+00,0.000000000000000000e+00
# ====
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.040816326530612379e+01,1.196938775510204351e+02,9.367346938775510523e+01,0.000000000000000000e+00
2.081632653061224758e+01,9.367346938775510523e+01,1.092857142857142918e+02,7.806122448979591866e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
# ====
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.204081632653061895e+00,1.092857142857142918e+02,6.244897959183673919e+01
6.765306122448978954e+01,1.509183673469387656e+02,6.765306122448978954e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
# ====
0.000000000000000000e+00,0.000000000000000000e+00,1.040816326530612379e+01,1.561224489795918480e+01
5.204081632653061895e+00,1.301020408163265358e+02,1.561224489795918480e+01,1.092857142857142918e+02
5.724489795918368173e+01,1.613265306122448806e+02,1.248979591836734784e+02,3.122448979591837315e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
# ====
0.000000000000000000e+00,0.000000000000000000e+00,8.326530612244899032e+01,3.122448979591836959e+01
4.683673469387755262e+01,0.000000000000000000e+00,2.029591836734693970e+02,6.244897959183674629e+01
1.196938775510204351e+02,8.846938775510203357e+01,2.133673469387754835e+02,3.642857142857143060e+01
1.561224489795918480e+01,5.204081632653061007e+01,0.000000000000000000e+00,5.204081632653061895e+00
# ====
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.040816326530612379e+01,1.457142857142857224e+02,1.405102040816326507e+02,6.244897959183673919e+01
9.367346938775510523e+01,2.081632653061224403e+02,1.873469387755102105e+02,4.683673469387755262e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
# ====
0.000000000000000000e+00,1.561224489795918480e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.457142857142857508e+02,1.561224489795918480e+01,1.248979591836734642e+02
0.000000000000000000e+00,1.613265306122448806e+02,1.353061224489795791e+02,1.561224489795918480e+01
0.000000000000000000e+00,6.244897959183673919e+01,0.000000000000000000e+00,0.000000000000000000e+00
# ====
