000,000,000,000,000,000,000
000,122,163,143,150,097,000
000,000,000,000,024,165,000
000,000,000,047,170,023,000
000,034,159,130,011,000,000
000,114,170,170,204,161,034
000,000,000,000,000,000,000
# 
# 
000,000,000,050,043,000,000
000,000,020,205,032,000,000
000,000,196,054,014,009,000
000,033,197,084,173,144,000
000,054,195,202,162,086,000
000,001,073,126,065,000,000
000,000,000,000,000,000,000
# 
# 
000,000,000,000,000,000,000
000,028,113,000,000,000,000
000,126,109,006,149,134,000
000,160,136,192,215,159,000
000,097,163,062,122,114,000
000,000,000,000,122,107,000
000,000,000,000,030,016,000
# 
# 
000,000,000,000,000,000,000
000,000,034,000,003,008,000
000,000,146,171,189,117,000
000,000,097,015,192,027,000
000,000,000,125,099,000,000
000,000,053,163,002,000,000
000,000,104,035,000,000,000
# 
# 
000,000,000,000,000,000,000
000,000,000,059,191,051,000
000,009,133,088,172,043,000
000,069,018,054,113,000,000
000,000,000,135,016,000,000
000,055,144,185,079,000,000
000,000,000,000,000,000,000
# 
# 
000,000,000,000,000,000,000
000,000,002,153,203,082,000
000,000,040,153,084,111,000
000,003,107,232,093,004,000
000,117,052,113,081,000,000
000,094,163,186,054,000,000
000,000,000,000,000,000,000
# 
# 
000,000,000,000,000,000,000
000,000,017,055,007,000,000
000,038,144,103,149,000,000
000,019,162,141,127,000,000
000,000,000,048,107,000,000
000,000,000,047,095,000,000
000,000,000,026,072,000,000
# 
# 
000,000,000,000,000,000,000
000,000,002,092,064,000,008
000,000,117,051,167,012,002
000,000,100,134,150,000,000
000,000,000,160,028,000,000
000,000,000,173,001,000,000
000,000,005,080,000,000,000
# 
# 
000,000,000,000,000,000,000
000,061,126,072,000,000,000
000,000,063,105,000,000,000
000,000,114,110,009,000,000
000,000,000,023,149,013,000
000,000,000,020,135,080,000
000,000,000,000,037,012,000
# 
# 
000,000,000,000,000,000,000
000,000,078,223,027,000,000
000,013,186,071,193,094,000
000,101,088,000,000,185,024
000,169,024,000,000,139,041
000,065,178,147,174,112,000
000,000,000,000,000,000,000
# 
# 
