000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,063,191,127,000,000,000
000,000,000,000,000,063,255,255,191,063,000,000
000,000,000,000,063,255,127,255,000,127,000,000
000,000,000,000,255,127,000,000,000,255,000,000
000,000,000,191,063,000,000,000,000,255,000,000
000,000,063,127,000,000,000,000,000,255,000,000
000,000,127,127,000,000,000,000,063,127,000,000
000,000,127,063,000,000,000,127,063,000,000,000
000,000,127,191,127,127,191,063,000,000,000,000
000,000,000,191,255,127,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000
# 
# 
