0.00,0.00,0.00,0.00
31.22,72.86,88.47,57.24
46.84,88.47,124.90,31.22
0.00,0.00,0.00,0.00
# ====
0.00,0.00,67.65,15.61
0.00,31.22,93.67,36.43
57.24,182.14,156.12,15.61
0.00,15.61,0.00,0.00
# ====
10.41,41.63,0.00,0.00
72.86,5.20,52.04,72.86
26.02,83.27,119.69,62.45
0.00,0.00,15.61,0.00
# ====
0.00,0.00,0.00,0.00
0.00,83.27,104.08,88.47
46.84,109.29,57.24,5.20
15.61,36.43,0.00,0.00
# ====
0.00,0.00,0.00,0.00
26.02,72.86,62.45,0.00
15.61,36.43,46.84,46.84
0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00
5.20,93.67,150.92,26.02
62.45,20.82,182.14,10.41
0.00,5.20,15.61,0.00
# ====
0.00,0.00,0.00,0.00
0.00,41.63,52.04,57.24
26.02,41.63,83.27,20.82
0.00,5.20,0.00,0.00
# ====
0.00,0.00,0.00,0.00
0.00,5.20,98.88,46.84
26.02,109.29,26.02,0.00
0.00,0.00,0.00,0.00
# ====
0.00,0.00,0.00,0.00
10.41,26.02,10.41,0.00
20.82,57.24,57.24,26.02
0.00,0.00,0.00,0.00
# ====
0.00,0.00,26.02,0.00
0.00,119.69,171.73,83.27
88.47,109.29,145.71,20.82
5.20,72.86,36.43,0.00
# ====
